tokenized_and_stemmed,tweet_english
dulu jokowi janji banyak sekolah vokasi buat siap anak2 muda indonesia masuk industri lah sekarang diobok2 nyuruh nyiapin ptn2 oiya lupa anggar buat utang kcic bangun ikn ,"Jokowi used to promise that there would be lots of vocational schools to prepare young Indonesians to enter industry, but now he's being bullied and told to prepare PTN2, oh yeah, forget about fencing for debts, KCIC builds IKN"
ikn maksud,I mean
iya prabowo pindah ikn,"Yes, Prabowo moved to IKN"
uu ite uu ciptaker uu ikn awal ruu semua ruu sah duluan baru diributin ruu omnibus udah suruh revisi malah bikin jadi perpu kek gin maah gampang rezim,"UU ite UU Ciptaker UU IKN the beginning of the bill, all the bills are valid first, then there's a fuss about the omnibus bill, I've ordered a revision, even making it into a Perpu, it's not easy for the regime."
anak korupsi takut sekali ikn lanjut penting anis presiden tahun 2024,Children of corruption are very afraid of Anis' important presidential candidate in 2024
untuk ikn moga ajajangan siiiii kalaupun bengkak jangan over bangettt dehhh,"For fish, please don't let it swell even if it's swollen, don't overdo it"
jangan bang bahaya kalo anies jadi presiden ruu dkj proses presiden kasih singgasana ikn jakarta sekitar pegang langsung wapres jadi anies tetep bisa jadi gubernur kalo sampe lolos,Don't be in danger if Anies becomes president. The bill for the president to give the throne to IK Jakarta is about directly holding the vice president so Anies can still be governor if he passes.
habis reklamasi terbit ikn,"After reclamation, IKN is published"
jahil murokkab alih dana didik infrastruktur ,Murokkab's ignorant transfer of infrastructure education funds
buat makan gratis kan butuh uang mas e terus ikn sepi minat negeri dalam negeri modal bangun butuh pinjam modal bank bumn ujung benar sama modal perintah beda berani yakin jikalau andaikata 02 menang ,"For free food, you need money, sir, and there is little domestic interest. Capital to build, you need to borrow state-owned bank capital, the right end is the same as capital, different orders, dare to be sure, if 02 wins"
kalau paslon menang hotel ikn boncos,"If the candidate pair wins, the hotel will get bonuses"
nyata ikn pakai tanah hashim yang kelola air bersih ponakan prabowo yah,"It's clear that I use Hashim's land, which manages Prabowo's nephew's clean water"
cb flashback ke belakang prabowo kalah 3x menang loh 1 jadi menhan 2 proyek kemenhan 3 proyek ikn 4 proyek nanam singkong tumbuh jagung 5 kalah menang apalagi menang,cb flashback to Prabowo losing 3 times winning 1 becoming defense minister 2 Ministry of Defense projects 3 fish projects 4 cassava planting projects growing corn 5 losing wins let alone winning
kalo dana lari ikn gimn dong,"If the funds run away, it's a game, bro"
pupr kebut bangun jalan tol ikn tahap 1 rampung juli tahun,"PUPR is speeding up the construction of the IKN toll road, phase 1 to be completed in July this year"
iya ruu kalo beneran jadi jadi uu bisa ngapain uu kpk omnibuslaw ikn uu ite pt 20 semua uu sah rakyat biasa bisa ngapa2in justru bom jadi jangan salah pilih cegah orang track recordnya busuk tidak pilih,yes bill if it really happens uu can do what uu kpk omnibuslaw ikn uu ite pt 20 all uu valid ordinary people can do anything actually bomb so don't make the wrong choice prevent people with a rotten track record don't vote
ikn realisasi benar lebih 400t kek sayang banget cuman buat bangun pusat perintah baru kek mending bangun rumah sakit tiap daerah,"I think the actual realization is more than 400t, it's a shame it's just for building a new command center, it's better to build a hospital in each region."
jawab b spo city bangun kawasan ikn madu tiga konsep kota kota hutan forest city kota spons sponge city kota cerdas smart city cuss ikut,answer b spo city build honey fish area three city concepts forest city forest city sponge city sponge city smart city smart city cuss come along
menteri walikota presiden mundur calon diri ikn jadi kota hantu pilpres 2 putar no1 3 gabung putar 2 adioz jokowi family,minister mayor president resigns self-candidate ikn becomes ghost town presidential election 2 turn no1 3 join turn 2 adioz jokowi family
loe bold komen gue kapan prabowo bakal jadi presiden indonesia,You boldly commented on when Prabowo will become president of Indonesia
ikn bencana ekologi nyata,ikn a real ecological disaster
kayak gin harus resin bukan ikn mulu,"Like gin has to be resinous, not fishy"
pns pemda dki pan soale nek pns pemda ikn ngarit sik babat alas ,DKI regional government civil servants pan on the problem of local government civil servants looking to get rid of the tripe alas
sby jokowi sami mawon akhir kuasa tinggal masalah sby dg kasus hambalang century jokowi dg kasus mk politik dinasti sebentar kasus mangkrak ikn,SBY Joker
yg benar pajak naik anggar bangun ikn makan siang gratis bengkak,What's true is that taxes are going up and getting up and free lunches are swollen
otw jadi ikn,Otw so IKN
ikn otw masdar city uae rakyat dikit sumber daya tumpah politik lebih stabil 30 taun lebih kelar kelar,"ikn otw masdar city uae people have few resources, politics is more stable for more than 30 years, finished"
yg sih materi mungkin yang milik ini rasa kurang terus jadi pilih jalur yang lebih giur kasih sempat bangun hotel ikn sama 9 naga wow,"Maybe the material that belongs to this is not enough, so choose a more tempting route, give me the opportunity to build an IKN hotel with 9 Dragons, wow"
jalan tol ikn tengah bangun begini tampak,This is how the IKN toll road is being built
pak anies dah duluan gagas daripada bangun ikn pak anies lebih penting bangun sekolah rumah sakit transportasi publik aman nyaman jalan bagus gratis,"Mr. Anies has already had the idea that rather than building a fish, Mr. Anies, it's more important to build a school, a hospital, safe, comfortable public transportation, good roads, free"
mimpi pimpin cuman beda n words efek orang mimpi jadi pimpin lee kuan yew hasil singapore hari mungkin remeh mimpi jokowi ikn nya tapi 15th akan datang kita akan berterimakasih karena,"the dream of leading is just different n words, the effect of people dreaming of being a leader, Lee Kuan Yew, today's Singapore results may be trivial, Jokowi's dream, but the 15th will come, we will be grateful because"
baru baca baca berita nyata mesir bangun ibukota baru anggar 40milyar usd bengkak jadi 58milyar usd belum kelar laku pajak naik jadi beban buat seluruh rakyat mesir ikn begitu hmm just wait n see,"just read the real news, Egypt is building a new capital, with a budget of 40 billion USD, it has grown to 58 billion USD, it's not yet finished, taxes have gone up, it's a burden for all Egyptians, like that, hmm, just wait and see"
bener anis dong kalau ikn jngan lanjut,"That's right, anis, if it's fish, don't continue"
laksana bangun mulai november 2023 target selesai desember 2024,"Like construction starting in November 2023, the target for completion is December 2024"
tahap pertama bangun buah masjid tampung jemaah kapasitas 61 392 orang total biaya konstruksi besar rp991 miliar,"The first stage is to build a mosque to accommodate a congregation with a capacity of 61,392 people. The total construction cost is IDR 991 billion"
sobat medcom oke gak perintah terus mulai bangun kawasan ibadat diri masjid gereja katedral vihara pura klenteng ibu kota nusantara ikn,"Medcom friends, okay, no orders, continue to build areas for personal worship, mosques, churches, cathedrals, temples, temples, temples, capital of the archipelago, IKN"
work sini ngga yang kerja proyek ikn boleh aku dm tanya2 soal maju mundur mau ambil kerja sana terima kasih,"Do you work here or do you work on projects? Can I DM and ask questions about whether to take a job there, thank you"
bayangin kalo ikn jadi bangun yang suruh bayar utang rakyat pajak naik pilih anies nomor satu,Imagine if IKN was the one who ordered people to pay their debts and taxes went up and voted for Anies number one
eksponen reformasi 1998 aktivis demokrasi m fadjroel rachman dukung penuh lanjut program presiden jokowi ikn perata infrastruktur gt,1998 reform exponent democracy activist M Fadjroel Rachman fully supports continuing President Jokowi's program IKN Infrastructure Leveling GT
pasa cap jokky ,pasa jokky stamp
izin gus kuat dbt nti soal komitem mbagun desa 5 m per desa tkankan bkn untk kepala desa sampai menit awal jk paslon jga bilang maksimal dana desa blang tidak mungkin harus biaya ikn dn mkn siang,strong gus permission dbt nti about the village building committee 5 m per village right not for the village head until the early minutes if the candidate pairs also say the maximum village fund is not possible it has to cost fish and lunch
terlalu jauh tahu pajak hibur lama domain daerah mungkin era otonomi kalau hipotesa tarif roket daerah cari duit sendiri pusat sibuk ikn,too far know the old entertainment tax regional domain maybe the era of autonomy if the regional rocket rate hypothesis earns its own money busy center iKn
bang ara proyek ikn pak lurah,"bro, sir, village head's fish project"
i hate this moment tahun suami bakal pindah balikpapan samarinda big boss sdh tau menang milu jadi pindah garap ikn cabang dekat ikn adlh kota ya alloh aku ken umpat sama negara,"I hate this moment of the year, my husband is going to move to Balikpapan, Samarinda, big boss, he knows he won the Milu, so he moved to work on the IKN branch near IKN, which is a city, oh my god, I swear at the country"
kan elu lebih tau gimana raka gercep kalo udah ken ngesahin undang2 ikn omnibuslaw kasus mk bisa cepat kilat gitu kelar heran kalo kuasa laku bakal menjadi2,"You know better how fast it is when you have to get the omnibus law fish law passed, the case can be done so fast, it's surprising that the power to sell will be 2"
ayo smwa dipajakin buat ikn,"Come on, let's tax it for fish"
bani israil laknat buat bunuh nabi banyak buat mungkar yang mereka buat,The people of Israel were cursed to kill many of the prophets because of the evil they did
telan biaya rp638 8 miliar sistem ipal ikn nusantara kalimantan timur guna,cost Rp. 638 8 billion for the IKN East Kalimantan IPAL system to use
atheis bicara teologi,atheists talk about theology
gw jg bakal nyatet berapa kali kata - hilir sejahtera food estate ekonomi hijau genjot ikn ubah iklim rakyat ucap,I will also say how many times the words - downstream prosperous food estate green economy boosts fish change people's climate said
kalo2 jadi presiden asing ikn wapresnya raja jakarta  kasi kakek,"If you were a foreign president, the vice president would be the king of Jakarta, kasi grandfather"
gua ke ikn yaallah ,I'm going to God
tanda masih punya uang,a sign that you still have money
