full_text,tokenized_and_stemmed,tweet_english
kereta cepat salah arah dicebokin trus apa bakal jadi sama ikn harap baik baik aja,kereta cepat salah arah dicebokin trus apa bakal jadi sama ikn harap baik baik aja,The fast train gets hit in the wrong direction and then what will happen? I hope it's okay
konten mah,konten mah,my content
l dicebokin trus lah apa bakal jadi sama ikn,l dicebokin trus lah apa bakal jadi sama ikn,I was fucked and then what would happen to him?
ikn kota cerdas,ikn kota cerdas,smart city icon
mudah mudah ikn enggak deh cukup cukupin anggar ada kali kurang jgn mewah mewah dah bangun biasa aja,mudah mudah ikn enggak deh cukup cukupin anggar ada kali kurang jgn mewah mewah dah bangun biasa aja,"it's easy, it's not enough, it's not enough, sometimes it's not enough, don't be extravagant, just get up normally"
buah cermin rezim asal asal naik pajak pada akh naik jor joran ikn jadi bangun,buah cermin rezim asal asal naik pajak pada akh naik jor joran ikn jadi bangun,"a reflection of the original regime's tax increases at the end of the rise, so I woke up"
jabat voc tukang peras itu bisa laku listrik mahal beli 100 rb cuma 72 rb di sedot pungut 28 rb maling loo rejim modus pakai token jabat jago kandang bukti ikn laku laku jual asing haaaa voc loo jok,jabat voc tukang peras itu bisa laku listrik mahal beli 100 rb cuma 72 rb di sedot pungut 28 rb maling loo rejim modus pakai token jabat jago kandang bukti ikn laku laku jual asing haaaa voc loo jok,"the blackmailer's voc position can sell expensive electricity, buy 100 thousand, only 72 thousand, collect 28 thousand, thief loo regime, mode of using the jago jago token, proof of selling, selling foreign goods haaaa voc loo jok"
aamiin paling serius ikn gk usaj lanjut udah  beban bet ikn buat finansial negara,aamiin paling serius ikn gk usaj lanjut udah beban bet ikn buat finansial negara,"Amen, the most serious thing is that if IKN doesn't continue, it's already a big burden on the state's finances"
turut progres bangun ikn alami maju pesat dampak sangat dahsyat karena ikn rupa psn wajib dukung,turut progres bangun ikn alami maju pesat dampak sangat dahsyat karena ikn rupa psn wajib dukung,"As well as the progress of developing natural fish, the impact is very powerful because fish in the form of PSN must be supported"
kasi sama admin project nya fitnah ngutang nyelewengin duit donasi sampe black campaign buat paslon padahal karna punya lahan ketar tir duit angus ikn,kasi sama admin project nya fitnah ngutang nyelewengin duit donasi sampe black campaign buat paslon padahal karna punya lahan ketar tir duit angus ikn,"give the project admin the slander of borrowing money, misappropriating donation money, even black campaigning for candidate pairs, even though because they have land, Angus's money is tight."
gw mah ikn lanjut asal bukan pegang jokowi,gw mah ikn lanjut asal bukan pegang jokowi,I'm going to continue as long as I don't hold Jokowi
duit buat nambahin bangun ikn pak,duit buat nambahin bangun ikn pak,"money to increase your fish development, sir"
ikn keren,ikn keren,cool icon
food estate saja mengeser lahan suku dayak jadi gersang tandus ikn bapak mayoritas tanah dri situ ahirnya dayak hut tapi lahan parkir buru tikus got wkkkkk udah dayak cerdas jaga hutan dri ambisi wowo,food estate saja mengeser lahan suku dayak jadi gersang tandus ikn bapak mayoritas tanah dri situ ahirnya dayak hut tapi lahan parkir buru tikus got wkkkkk udah dayak cerdas jaga hutan dri ambisi wowo,"The food estate just turned the Dayak tribe's land into barren barren land, sir, the majority of the land from there ended up being a Dayak hut, but the parking lot was full of rats, wow, the Dayaks are smart about protecting the forest from ambition, wowo"
wkwkw nalangin ikn,wkwkw nalangin ikn,"aww, don't worry about it"
suruh takedown punya properti mereka punya saham ikn silah simpul sendiri,suruh takedown punya properti mereka punya saham ikn silah simpul sendiri,"tell takedown to own the property, they own the shares, please make your own knot"
foto bapak kan kuasa semua usaha megang proyek ikn,foto bapak kan kuasa semua usaha megang proyek ikn,Dad's photo is in charge of all businesses holding IKN projects
akun centang biru wawas nya kga sampe luas nyata metland salah satu development bangun d ikn gk mungkin lah kga campur tangan lingkar istana ,akun centang biru wawas nya kga sampe luas nyata metland salah satu development bangun d ikn gk mungkin lah kga campur tangan lingkar istana,"The insightful blue tick account doesn't really extend to the extent that Metland, one of the developments that was built, is not possible, it's not possible to intervene in the palace circle"
dukung bangun ikn masyarakat dayak titip pesan prabowo bangun dayak center,dukung bangun ikn masyarakat dayak titip pesan prabowo bangun dayak center,"support the building of the Dayak community, entrusting Prabowo's message to build a Dayak center"
mulai babat hutan buat project ikn ,mulai babat hutan buat project ikn,start clearing the forest for a fish project
bukan l pak 3 huruf ikn,bukan l pak 3 huruf ikn,not l sir 3 letters ikn
ikn lebih buah kota harap masa depan indonesia di sana,ikn lebih buah kota harap masa depan indonesia di sana,Ikn more fruit cities hope for Indonesia's future there
ikn ikn untung banyak,ikn ikn untung banyak,Ikn Ikn made a lot of profit
iya sama sperti ominibus law ikn,iya sama sperti ominibus law ikn,"Yes, it's the same as IKN's ominibus law"
jadi partai gimana si sebenernya padahal koalisi nya dukung ikn malah gagas koalisi ubah dia gaung,jadi partai gimana si sebenernya padahal koalisi nya dukung ikn malah gagas koalisi ubah dia gaung,"So what kind of party is it actually? Even though the coalition supports IKN, the idea of ​​a coalition has changed"
menteri basuki minta jalan tol ikn rampung juli begini progres,menteri basuki minta jalan tol ikn rampung juli begini progres,"Minister Basuki asked for the IKN toll road to be completed in July, this is the progress"
iya emang makanya ngapain maksa bikin ikn kalo duit tidak ada investor belum ada emang sakit mau bikin rakyat sengsara,iya emang makanya ngapain maksa bikin ikn kalo duit tidak ada investor belum ada emang sakit mau bikin rakyat sengsara,"Yes, that's why you're forced to make fish if you don't have the money, there aren't any investors, it really hurts to make people miserable."
fakta defisit gara2 ikn lrt,fakta defisit gara2 ikn lrt,Facts about the deficit due to LRT traffic
tak masalah tak jadi swasembada beras penting kereta cepat selesai ikn mulai bangun ingat hkti dukung rejim gada gagal swasembada ,tak masalah tak jadi swasembada beras penting kereta cepat selesai ikn mulai bangun ingat hkti dukung rejim gada gagal swasembada,"it doesn't matter, it doesn't matter, it doesn't matter if you are self-sufficient in rice, the important thing is that the train finishes quickly, I will start to wake up, remember hkti, support the regime, don't fail, self-sufficiency"
kirain ikn,kirain ikn,think about it
tau sya cerita aladin bikin istana kyk di ikn,tau sya cerita aladin bikin istana kyk di ikn,I know the story about Aladdin making the palace look like an icon
hhh bagi jg gua project ikn,hhh bagi jg gua project ikn,hhh also share my project IKN
jalan tol ikn tahap satu target rampung juli 2024,jalan tol ikn tahap satu target rampung juli 2024,IKN toll road phase one is targeted for completion in July 2024
ikn duluan lah,ikn duluan lah,I'll go first
kamu jahat baangg wkwkwkwk,kamu jahat baangg wkwkwkwk,you're evil bro hahaha
saya prediksi belum proyek kereta cepat proyek ugal-ugalan rezim korup biaya bengkak bangun paksa laku investigasi akan dampak rakyat lagi bangun ikn akan tambah beban apbn,saya prediksi belum proyek kereta cepat proyek ugal-ugalan rezim korup biaya bengkak bangun paksa laku investigasi akan dampak rakyat lagi bangun ikn akan tambah beban apbn,"I don't predict yet that the high-speed train project is a reckless project, a corrupt regime, inflated costs, forced construction, investigation will have an impact on the people's construction, it will add to the burden on the state budget"
ikn penting kalimantan klau dukung ikn jangan pilih orang kalimantan milih presiden lanjut ikn,ikn penting kalimantan klau dukung ikn jangan pilih orang kalimantan milih presiden lanjut ikn,"IKN is important for Kalimantan. If you support IKN, don't vote for Kalimantan people. Vote for President, continue with IKN"
dukung bangun ikn masyarakat dayak titip pesan prabowo bangun dayak center,dukung bangun ikn masyarakat dayak titip pesan prabowo bangun dayak center,"support the building of the Dayak community, entrusting Prabowo's message to build a Dayak center"
system bisa cegah tindak korupsi lingkung pns tuju banget visi anies perintah terbit kpi nasional jadi akan tumpang tindih dlm bijak pusat daerah,system bisa cegah tindak korupsi lingkung pns tuju banget visi anies perintah terbit kpi nasional jadi akan tumpang tindih dlm bijak pusat daerah,"The system can prevent acts of corruption in the civil service environment, which really aims at Anies' vision, the order to issue a national KPI so that it will overlap with the regional central policy"
kalau saya masalah ikn tetep jalan jadi rencana jangka panjang akan kaji bangun akan tetap tapi mungkin selesai periode beliau periode presiden datang ingat ikn sudah uu nya jadi akan tetap jalan,kalau saya masalah ikn tetep jalan jadi rencana jangka panjang akan kaji bangun akan tetap tapi mungkin selesai periode beliau periode presiden datang ingat ikn sudah uu nya jadi akan tetap jalan,"If I have a problem, IKN will continue to run, so the long term plan will be reviewed, building it will remain, but maybe after his term, the presidential period comes, remember, IKN has already had its law, so it will continue to run."
si prof coba urus ke lurah mungkin langsung balik logika alam pikir message anies jelas posisi akar kelas kroco mumet sampe kelas hiu megalodon perlu tangan semua lintas kecil smp yang besar kuat kpk yang besar cont gt,si prof coba urus ke lurah mungkin langsung balik logika alam pikir message anies jelas posisi akar kelas kroco mumet sampe kelas hiu megalodon perlu tangan semua lintas kecil smp yang besar kuat kpk yang besar cont gt,"the prof tries to take care of it at the sub-district head, maybe it will go straight back to natural logic, Anies's message is clear, the root position of the kroco class is mumet until the megalodon shark class needs hands, all small crosses, big middle school, strong, big kpk, cont gt"
bisa jadi salah vendor filter konten nya dulu jadi murni masalah kontrak salah bukan bagi saham metland kuasa usaha punya proyek ikn bukan orang tampil videotron punya gagas mau revisi ikn,bisa jadi salah vendor filter konten nya dulu jadi murni masalah kontrak salah bukan bagi saham metland kuasa usaha punya proyek ikn bukan orang tampil videotron punya gagas mau revisi ikn,"It could be that the content filter vendor is at fault in the past, so it's purely a matter of wrong contract, not for Metland shares, the business authority has an IKN project, not the person appearing on Videotron, has the idea of ​​wanting to revise the IKN"
basuki target tiga seksi tol ikn lintas juli 2024,basuki target tiga seksi tol ikn lintas juli 2024,Basuki targets three sections of the IKN cross toll road in July 2024
partai golkar bakal gelar kampanye akhir ikn,partai golkar bakal gelar kampanye akhir ikn,Golkar party will hold IKN's final campaign
segala bawa2 tuhan pdhl ujung2an cuan langsung hotel ikn,segala bawa2 tuhan pdhl ujung2an cuan langsung hotel ikn,"Everything is brought by God, even though in the end the profits go directly to the IKN hotel"
hubung sama ikn sih soal butuh biaya banyak huft,hubung sama ikn sih soal butuh biaya banyak huft,"I'm talking about it because it costs a lot of money, huft"
ikn adlh visi wujud sukses ragu akan pernah hasil laku apa mrk selalu ragu2 para visioner berani bisa wujud mimpi2 besar,ikn adlh visi wujud sukses ragu akan pernah hasil laku apa mrk selalu ragu2 para visioner berani bisa wujud mimpi2 besar,"IKN is a vision that creates success, doubting whether the results of their business will ever come true, they are always doubtful, brave visionaries can make big dreams come true."
jangan gitu bang meski ciputra punya saham metland ciputra punya proyek ikn kan masalah jelas vendor langgar kontrak bukan masalah orang di videotrone punya gagas revisi uu ikn,jangan gitu bang meski ciputra punya saham metland ciputra punya proyek ikn kan masalah jelas vendor langgar kontrak bukan masalah orang di videotrone punya gagas revisi uu ikn,"Don't be like that, bro, even though Ciputra owns Metland shares, Ciputra has an IKN project, the clear problem is that the vendor breached the contract, it's not a problem, the people at Videotrone have the idea of ​​revising the IKN law."
